Air temperature,Rotational speed,Tool wear,Torque,Process temperature,Power,PowerWear,TempPerPower
-0.9523894433829583,0.06818514034143008,-1.6959837293488114,0.28219975602413067,-0.9473598877173782,0.6294432133840252,-1.6112080237384885,-0.6460382629174067
-0.9023934097553371,-0.7294715051501508,-1.648851701497016,0.6333080199205777,-0.8799590021118496,0.512456198606482,-1.5625162801887542,-0.5648193182962636
-0.9523894433829583,-0.22744984015544953,-1.617430339122032,0.9442896250860024,-1.0147607733229451,1.376888595287112,-1.5190868926781518,-1.0963400724172458
-0.9023934097553371,-0.5900210426516227,-1.5860089767470475,-0.04884517850680491,-0.9473598877173782,-0.33000924687598204,-1.5125592193214206,0.10752313125239799
-0.9023934097553371,-0.7294715051501508,-1.5545876143720632,0.0013131449069732513,-0.8799590021118496,-0.3578235866021089,-1.485009094061556,0.1349378316023795
-0.9523894433829583,-0.6346451906511517,-1.523166251997079,0.1919147738793301,-0.9473598877173782,-0.025474112802268585,-1.4476875632585962,-0.1584019274852161
-0.9523894433829583,0.10723126984101795,-1.4760342084346025,0.24207309729310825,-0.9473598877173782,0.5976946407724752,-1.3809515298897777,-0.6246719610070962
-0.9523894433829583,-0.06568730365715691,-1.4446128460596181,0.021376474272484798,-0.9473598877173782,0.13914557194717866,-1.3666760708109245,-0.29095256510092615
-0.8523973761276875,0.7152352863346005,-1.413191483684634,-1.1422966289271685,-0.8799590021118496,-1.2058715221389527,-1.3975473087663075,1.067313352705975
-0.7524053088724167,1.1280086553302437,-1.3660594401221575,-1.2024866170237025,-0.677756345295187,-1.1007166391814125,-1.356333374031323,0.9395183492231035
-0.8024013425000663,1.3567074138278299,-1.318927396559681,-1.6137848690166836,-0.7451572309007539,-1.7049010021494355,-1.3567199778106518,1.7972465064481058
-0.7024092752447672,-0.6458012276510339,-1.2403739906222204,0.4326747262654651,-0.61035545968962,0.3013713593798085,-1.1560552629880128,-0.407230897646031
-0.7024092752447672,-1.1143547816460884,-1.1618205846847596,1.1148279246928485,-0.61035545968962,0.8295985378117923,-1.0320048209784398,-0.7692302184431167
-0.7024092752447672,1.133586673830185,-1.1146885411222833,-1.0018533233685898,-0.5429545740840913,-0.7561524024330615,-1.1297907297393162,0.5434399017194627
-0.7024092752447672,2.7679460943129346,-1.0675564975598069,-2.0451464503751753,-0.5429545740840913,-1.970172295805526,-1.2139880932719116,2.2655999480149873
-0.7024092752447672,0.017982973841959956,-1.0361351351848225,0.8439729782584461,-0.5429545740840913,1.4388552159961838,-0.8307858695038406,-1.1206411967115186
-0.7024092752447672,-1.2705392996444398,-1.0047137728098383,0.663403013968845,-0.5429545740840913,0.11041880414537963,-0.9419526808139923,-0.25913179031896494
-0.652413241617146,-0.7183154681502685,-0.9575817292473617,0.5630863671412888,-0.5429545740840913,0.4247061264687476,-0.8588364534556354,-0.49571934507633786
-0.6024172079894964,-1.2984293921441454,-0.9104496856848854,1.4559045239065398,-0.5429545740840913,1.0998047919201723,-0.7251539057577685,-0.9319148757513276
-0.5524211743618752,0.5200046388366611,-0.8318962797474246,-0.7510617062996991,-0.47555368847852436,-0.6796261767315483,-0.8849068134125374,0.4635740985027152
-0.5524211743618752,-0.9135461156482079,-0.7847642361849482,0.2721680913413756,-0.47555368847852436,-0.1230941058445826,-0.7633773377654024,-0.06503439729444918
-0.6024172079894964,-0.49519472815262355,-0.7062108302474874,0.4828330496792433,-0.47555368847852436,0.48985152886080413,-0.592294957558884,-0.5403952332951417
-0.5524211743618752,0.23552569533966383,-0.6747894678725032,-0.9316316705893005,-0.47555368847852436,-1.1214473975028612,-0.8257297702700491,0.9712082614747591
-0.5024251407342256,1.222834969829243,-0.6276574243100268,-1.4332149047270821,-0.4081528028729957,-1.4507162001654865,-0.846296030709463,1.4174110861646634
-0.5024251407342256,0.12396532534084133,-0.5962360619350424,-0.26954180152742907,-0.4081528028729957,-0.17089356374429804,-0.5964550313280782,-0.022065081550635766
